competition,season,team_name,player_name,nation,position,age,born,matches_played,Playing Time_Starts,minutes,nineties,goals,assists,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,yellow_cards,red_cards,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,90s,Performance_2CrdY,fouls_committed,fouls_drawn,Performance_Off,crosses,interceptions,tackles_won,Performance_PKwon,Performance_PKcon,Performance_OG,Standard_Gls,shots,shots_on_target,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_PK,Standard_PKatt
GER-Bundesliga,2425,Holstein Kiel,Max Geschwill,GER,DF,23,2001,19,13,1282,14.2,1,2,3,1,0,0,2,0,0.07,0.14,0.21,0.07,0.21,14.2,0,13,9,1,10,31,22,,,1,1,9,2,22.2,0.63,0.14,0.11,0.5,0,0
GER-Bundesliga,2425,Holstein Kiel,Nicolai Remberg,GER,MF,24,2000,32,26,2417,26.9,0,1,1,0,0,0,11,0,0.0,0.04,0.04,0.0,0.04,26.9,0,43,45,2,8,29,24,,,2,0,24,3,12.5,0.89,0.11,0.0,0.0,0,0
GER-Bundesliga,2425,Holstein Kiel,Patrick Erras,GER,DF,29,1995,10,10,832,9.2,1,0,1,1,0,0,2,0,0.11,0.0,0.11,0.11,0.11,9.2,0,10,0,0,0,9,6,,,0,1,8,1,12.5,0.87,0.11,0.13,1.0,0,0
GER-Bundesliga,2425,Holstein Kiel,Phil Harres,GER,FW,22,2002,26,17,1544,17.2,8,1,9,8,0,0,3,0,0.47,0.06,0.52,0.47,0.52,17.2,0,35,20,5,6,4,9,,,0,8,37,17,45.9,2.16,0.99,0.22,0.47,0,0
GER-Bundesliga,2425,Holstein Kiel,Shuto Machino,JPN,"FW,MF",24,1999,32,23,1953,21.7,11,2,13,9,2,2,2,0,0.51,0.09,0.6,0.41,0.51,21.7,0,20,25,9,33,7,5,,,0,11,51,23,45.1,2.35,1.06,0.18,0.39,2,2
GER-Bundesliga,2425,Holstein Kiel,Steven Skrzybski,GER,"FW,MF",31,1992,24,15,1323,14.7,6,3,9,5,1,1,0,0,0.41,0.2,0.61,0.34,0.54,14.7,0,16,22,2,30,13,8,,,0,6,33,13,39.4,2.24,0.88,0.15,0.38,1,1
GER-Bundesliga,2425,Holstein Kiel,Thomas Dähne,GER,GK,30,1994,9,9,810,9.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,9.0,0,1,1,0,0,0,0,,,0,0,0,0,,0.0,0.0,,,0,0
GER-Bundesliga,2425,Holstein Kiel,Timo Becker,GER,"DF,MF",27,1997,30,28,2445,27.2,0,2,2,0,0,0,2,0,0.0,0.07,0.07,0.0,0.07,27.2,0,9,9,0,22,17,35,,,0,0,17,4,23.5,0.63,0.15,0.0,0.0,0,0
GER-Bundesliga,2425,Holstein Kiel,Timon Weiner,GER,GK,25,1999,25,25,2250,25.0,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,25.0,0,2,3,0,0,0,0,,,0,0,0,0,,0.0,0.0,,,0,0
GER-Bundesliga,2425,Holstein Kiel,Tymoteusz Puchacz,POL,MF,25,1999,10,5,396,4.4,0,1,1,0,0,0,0,0,0.0,0.23,0.23,0.0,0.23,4.4,0,2,7,1,38,3,5,,,0,0,4,1,25.0,0.91,0.23,0.0,0.0,0,0
GER-Bundesliga,2425,Leverkusen,Aleix García,ESP,MF,27,1997,28,17,1455,16.2,3,4,7,3,0,0,3,0,0.19,0.25,0.43,0.19,0.43,16.2,0,8,9,1,93,14,9,,,0,3,15,5,33.3,0.93,0.31,0.2,0.6,0,0
GER-Bundesliga,2425,Leverkusen,Amine Adli,MAR,"MF,FW",24,2000,20,6,766,8.5,2,0,2,2,0,0,3,0,0.23,0.0,0.23,0.23,0.23,8.5,0,15,9,7,33,1,9,,,0,2,20,7,35.0,2.35,0.82,0.1,0.29,0,0
GER-Bundesliga,2425,Leverkusen,Arthur,BRA,"MF,DF",21,2003,20,7,752,8.4,0,1,1,0,0,0,1,0,0.0,0.12,0.12,0.0,0.12,8.4,0,20,6,0,16,9,12,,,0,0,1,0,0.0,0.12,0.0,0.0,,0,0
GER-Bundesliga,2425,Leverkusen,Edmond Tapsoba,BFA,DF,25,1999,29,29,2507,27.9,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,27.9,0,34,6,1,8,24,21,,,1,0,21,2,9.5,0.75,0.07,0.0,0.0,0,0
GER-Bundesliga,2425,Leverkusen,Emi Buendía,ARG,MF,27,1996,11,3,257,2.9,2,0,2,2,0,0,0,0,0.7,0.0,0.7,0.7,0.7,2.9,0,6,7,0,3,1,5,,,0,2,7,4,57.1,2.45,1.4,0.29,0.5,0,0
GER-Bundesliga,2425,Leverkusen,Exequiel Palacios,ARG,MF,25,1998,24,11,1155,12.8,1,6,7,1,0,0,2,0,0.08,0.47,0.55,0.08,0.55,12.8,0,9,18,1,4,12,15,,,0,1,13,9,69.2,1.01,0.7,0.08,0.11,0,0
GER-Bundesliga,2425,Leverkusen,Florian Wirtz,GER,MF,21,2003,31,25,2351,26.1,10,12,22,8,2,4,3,0,0.38,0.46,0.84,0.31,0.77,26.1,0,22,39,11,102,9,22,,,0,10,78,39,50.0,2.99,1.49,0.1,0.21,2,4
GER-Bundesliga,2425,Leverkusen,Granit Xhaka,SUI,MF,31,1992,33,33,2888,32.1,2,7,9,2,0,0,3,0,0.06,0.22,0.28,0.06,0.28,32.1,0,34,34,0,30,11,27,,,1,2,21,3,14.3,0.65,0.09,0.1,0.67,0,0
GER-Bundesliga,2425,Leverkusen,Jeanuël Belocian,FRA,DF,19,2005,5,1,68,0.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.8,0,1,4,0,0,0,1,,,0,0,0,0,,0.0,0.0,,,0,0
GER-Bundesliga,2425,Leverkusen,Jeremie Frimpong,NED,MF,23,2000,33,25,2314,25.7,5,5,10,5,0,0,4,0,0.19,0.19,0.39,0.19,0.39,25.7,0,20,31,9,113,8,24,,,0,5,34,16,47.1,1.32,0.62,0.15,0.31,0,0
GER-Bundesliga,2425,Leverkusen,Jonas Hofmann,GER,MF,32,1992,11,4,356,4.0,2,1,3,2,0,0,1,0,0.51,0.25,0.76,0.51,0.76,4.0,0,1,9,0,5,0,0,,,0,2,9,5,55.6,2.28,1.26,0.22,0.4,0,0
GER-Bundesliga,2425,Leverkusen,Jonathan Tah,GER,DF,28,1996,33,33,2970,33.0,3,0,3,3,0,0,3,0,0.09,0.0,0.09,0.09,0.09,33.0,0,16,5,0,7,37,14,,,0,3,24,7,29.2,0.73,0.21,0.13,0.43,0,0
GER-Bundesliga,2425,Leverkusen,Lukáš Hrádecký,FIN,GK,34,1989,29,29,2610,29.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,29.0,0,0,2,0,0,0,0,,,0,0,0,0,,0.0,0.0,,,0,0
GER-Bundesliga,2425,Leverkusen,Mario Hermoso,ESP,DF,29,1995,4,3,293,3.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.3,0,2,1,0,4,9,0,,,0,0,4,0,0.0,1.23,0.0,0.0,,0,0
GER-Bundesliga,2425,Leverkusen,Martin Terrier,FRA,"MF,FW",27,1997,15,7,584,6.5,2,1,3,2,0,0,1,0,0.31,0.15,0.46,0.31,0.46,6.5,0,2,9,2,5,1,2,,,0,2,16,6,37.5,2.47,0.92,0.13,0.33,0,0
GER-Bundesliga,2425,Leverkusen,Matej Kovar,CZE,GK,24,2000,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0,0,0,1,0,0,0,0,,,0,0,0,0,,0.0,0.0,,,0,0
GER-Bundesliga,2425,Leverkusen,Nathan Tella,NGA,"MF,FW",25,1999,27,17,1359,15.1,2,4,6,2,0,0,1,0,0.13,0.26,0.4,0.13,0.4,15.1,0,22,32,10,25,5,11,,,0,2,28,11,39.3,1.85,0.73,0.07,0.18,0,0
GER-Bundesliga,2425,Leverkusen,Nordi Mukiele,FRA,"DF,MF",26,1997,15,10,899,10.0,1,0,1,1,0,0,4,0,0.1,0.0,0.1,0.1,0.1,10.0,0,6,14,1,13,16,17,,,1,1,7,3,42.9,0.7,0.3,0.14,0.33,0,0
GER-Bundesliga,2425,Leverkusen,Patrik Schick,CZE,FW,28,1996,31,19,1684,18.7,21,0,21,20,1,1,4,0,1.12,0.0,1.12,1.07,1.07,18.7,0,23,23,7,1,4,5,,,0,21,68,34,50.0,3.63,1.82,0.29,0.59,1,1
GER-Bundesliga,2425,Leverkusen,Piero Hincapié,ECU,DF,22,2002,32,28,2670,29.7,2,2,4,2,0,0,8,0,0.07,0.07,0.13,0.07,0.13,29.7,0,26,43,0,36,32,40,,,1,2,22,3,13.6,0.74,0.1,0.09,0.67,0,0
GER-Bundesliga,2425,Leverkusen,Robert Andrich,GER,"MF,DF",29,1994,23,19,1598,17.8,2,2,4,2,0,0,7,0,0.11,0.11,0.23,0.11,0.23,17.8,0,29,17,0,12,27,12,,,0,2,21,5,23.8,1.18,0.28,0.1,0.4,0,0
GER-Bundesliga,2425,Leverkusen,Victor Boniface,NGA,FW,23,2000,19,12,1008,11.2,8,1,9,8,0,1,2,0,0.71,0.09,0.8,0.71,0.8,11.2,0,14,8,6,6,0,4,,,0,8,51,18,35.3,4.55,1.61,0.16,0.44,0,1
GER-Bundesliga,2425,Leverkusen,Álex Grimaldo,ESP,MF,28,1995,32,31,2636,29.3,2,7,9,2,0,0,6,1,0.07,0.24,0.31,0.07,0.31,29.3,1,15,25,8,217,17,15,,,0,2,44,14,31.8,1.5,0.48,0.05,0.14,0,0
GER-Bundesliga,2425,Mainz 05,Andreas Hanche-Olsen,NOR,DF,27,1997,22,12,1284,14.3,1,1,2,1,0,0,4,1,0.07,0.07,0.14,0.07,0.14,14.3,1,20,8,0,1,11,14,,,0,1,12,2,16.7,0.84,0.14,0.08,0.5,0,0
GER-Bundesliga,2425,Mainz 05,Anthony Caci,FRA,MF,27,1997,33,33,2684,29.8,1,7,8,1,0,0,6,0,0.03,0.23,0.27,0.03,0.27,29.8,0,37,11,15,134,27,37,,,0,1,32,12,37.5,1.07,0.4,0.03,0.08,0,0
GER-Bundesliga,2425,Mainz 05,Armindo Sieb,GER,"MF,FW",21,2003,27,5,762,8.5,2,2,4,2,0,0,2,0,0.24,0.24,0.47,0.24,0.47,8.5,0,13,13,10,6,1,5,,,0,2,29,7,24.1,3.43,0.83,0.07,0.29,0,0
GER-Bundesliga,2425,Mainz 05,Arnaud Nordin,FRA,"FW,MF",26,1998,6,0,80,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.9,0,1,3,0,9,0,0,,,0,0,1,0,0.0,1.13,0.0,0.0,,0,0
GER-Bundesliga,2425,Mainz 05,Aymen Barkok,MAR,MF,26,1998,4,0,73,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.8,0,2,1,0,5,2,1,,,0,0,0,0,,0.0,0.0,,,0,0
GER-Bundesliga,2425,Mainz 05,Danny da Costa,GER,DF,31,1993,25,25,2006,22.3,0,1,1,0,0,0,0,0,0.0,0.04,0.04,0.0,0.04,22.3,0,19,4,0,22,29,24,,,0,0,5,1,20.0,0.22,0.04,0.0,0.0,0,0
GER-Bundesliga,2425,Mainz 05,Dominik Kohr,GER,"DF,MF",30,1994,28,28,2295,25.5,2,0,2,2,0,0,11,1,0.08,0.0,0.08,0.08,0.08,25.5,0,46,36,1,14,42,46,,,0,2,13,5,38.5,0.51,0.2,0.15,0.4,0,0
GER-Bundesliga,2425,Mainz 05,Gabriel Vidovic,CRO,MF,20,2003,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,,,0,0,1,0,0.0,22.5,0.0,0.0,,0,0
GER-Bundesliga,2425,Mainz 05,Hong Hyunseok,KOR,MF,25,1999,23,4,530,5.9,0,1,1,0,0,0,0,0,0.0,0.17,0.17,0.0,0.17,5.9,0,3,8,1,4,7,3,,,0,0,5,2,40.0,0.85,0.34,0.0,0.0,0,0
GER-Bundesliga,2425,Mainz 05,Jonathan Burkardt,GER,FW,24,2000,29,28,2109,23.4,18,2,20,16,2,2,0,0,0.77,0.09,0.85,0.68,0.77,23.4,0,23,24,11,27,1,7,,,0,18,72,30,41.7,3.07,1.28,0.22,0.53,2,2
GER-Bundesliga,2425,Mainz 05,Kaishū Sano,JPN,MF,23,2000,34,34,3043,33.8,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,33.8,0,16,33,2,11,63,33,,,0,0,20,2,10.0,0.59,0.06,0.0,0.0,0,0
GER-Bundesliga,2425,Mainz 05,Karim Onisiwo,AUT,MF,32,1992,6,1,110,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.2,0,3,2,1,2,0,0,,,0,0,3,0,0.0,2.45,0.0,0.0,,0,0
GER-Bundesliga,2425,Mainz 05,Lasse Rieß,GER,GK,23,2001,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0,0,0,0,0,,,0,0,0,0,,0.0,0.0,,,0,0
GER-Bundesliga,2425,Mainz 05,Lee Jae-sung,KOR,MF,31,1992,33,31,2650,29.4,7,6,13,7,0,0,4,0,0.24,0.2,0.44,0.24,0.44,29.4,0,23,40,9,31,37,24,,,0,7,39,16,41.0,1.32,0.54,0.18,0.44,0,0
GER-Bundesliga,2425,Mainz 05,Lennard Maloney,USA,"DF,MF",24,1999,5,0,26,0.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.3,0,2,0,0,0,0,1,,,0,0,0,0,,0.0,0.0,,,0,0
GER-Bundesliga,2425,Mainz 05,Maxim Leitsch,GER,DF,26,1998,14,6,674,7.5,1,0,1,1,0,0,2,0,0.13,0.0,0.13,0.13,0.13,7.5,0,10,4,0,3,8,4,,,0,1,6,1,16.7,0.8,0.13,0.17,1.0,0,0
GER-Bundesliga,2425,Mainz 05,Moritz Jenz,GER,DF,25,1999,19,18,1600,17.8,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,17.8,0,27,6,1,0,29,23,,,0,0,10,4,40.0,0.56,0.23,0.0,0.0,0,0
GER-Bundesliga,2425,Mainz 05,Nadiem Amiri,GER,MF,27,1996,30,30,2473,27.5,7,5,12,5,2,2,9,2,0.25,0.18,0.44,0.18,0.36,27.5,1,44,51,2,165,19,28,,,0,7,62,26,41.9,2.26,0.95,0.08,0.19,2,2
GER-Bundesliga,2425,Mainz 05,Nelson Weiper,GER,FW,19,2005,23,7,704,7.8,3,2,5,3,0,0,2,0,0.38,0.26,0.64,0.38,0.64,7.8,0,19,0,7,6,2,4,,,0,3,23,13,56.5,2.94,1.66,0.13,0.23,0,0
GER-Bundesliga,2425,Mainz 05,Nikolas Veratschnig,AUT,MF,21,2003,15,2,364,4.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,4.0,0,9,6,4,7,4,7,,,0,0,7,1,14.3,1.73,0.25,0.0,0.0,0,0
GER-Bundesliga,2425,Mainz 05,Paul Nebel,GER,MF,21,2002,31,26,2345,26.1,10,4,14,10,0,0,5,1,0.38,0.15,0.54,0.38,0.54,26.1,1,37,38,5,111,14,27,,,0,10,44,18,40.9,1.69,0.69,0.23,0.56,0,0
GER-Bundesliga,2425,Mainz 05,Phillipp Mwene,AUT,MF,30,1994,32,32,2607,29.0,1,4,5,1,0,0,7,0,0.03,0.14,0.17,0.03,0.17,29.0,0,24,24,3,86,24,30,,,0,1,21,5,23.8,0.72,0.17,0.05,0.2,0,0
GER-Bundesliga,2425,Mainz 05,Robin Zentner,GER,GK,29,1994,32,32,2880,32.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,32.0,0,1,2,0,0,0,1,,,0,0,1,0,0.0,0.03,0.0,0.0,,0,0
GER-Bundesliga,2425,Mainz 05,Silvan Widmer,SUI,MF,31,1993,27,3,504,5.6,0,1,1,0,0,0,3,0,0.0,0.18,0.18,0.0,0.18,5.6,0,5,4,2,12,5,5,,,0,0,3,1,33.3,0.54,0.18,0.0,0.0,0,0
GER-Bundesliga,2425,Mainz 05,Stefan Bell,GER,DF,32,1991,18,15,1436,16.0,0,1,1,0,0,0,4,0,0.0,0.06,0.06,0.0,0.06,16.0,0,24,10,3,0,28,11,,,0,0,12,4,33.3,0.75,0.25,0.0,0.0,0,0
GER-Bundesliga,2425,RB Leipzig,Amadou Haidara,MLI,MF,26,1998,28,16,1320,14.7,0,1,1,0,0,0,7,0,0.0,0.07,0.07,0.0,0.07,14.7,0,23,8,0,12,18,17,,,0,0,18,2,11.1,1.23,0.14,0.0,0.0,0,0
GER-Bundesliga,2425,RB Leipzig,André Silva,POR,FW,28,1995,8,0,132,1.5,1,2,3,0,1,1,0,0,0.68,1.36,2.05,0.0,1.36,1.5,0,0,2,0,0,0,1,,,0,1,8,3,37.5,5.45,2.05,0.0,0.0,1,1
GER-Bundesliga,2425,RB Leipzig,Antonio Nusa,NOR,"MF,DF",19,2005,25,16,1558,17.3,3,3,6,3,0,0,0,0,0.17,0.17,0.35,0.17,0.35,17.3,0,14,28,9,35,8,17,,,0,3,24,7,29.2,1.39,0.4,0.13,0.43,0,0
GER-Bundesliga,2425,RB Leipzig,Arthur Vermeeren,BEL,MF,19,2005,28,18,1572,17.5,0,2,2,0,0,0,7,0,0.0,0.11,0.11,0.0,0.11,17.5,0,22,1,0,3,23,20,,,0,0,4,1,25.0,0.23,0.06,0.0,0.0,0,0
GER-Bundesliga,2425,RB Leipzig,Assan Ouédraogo,GER,MF,18,2006,3,0,50,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.6,0,1,3,0,1,0,0,,,0,0,1,0,0.0,1.8,0.0,0.0,,0,0
GER-Bundesliga,2425,RB Leipzig,Benjamin Henrichs,GER,"DF,MF",27,1997,15,10,935,10.4,0,2,2,0,0,0,3,0,0.0,0.19,0.19,0.0,0.19,10.4,0,13,9,0,19,15,16,,,0,0,10,1,10.0,0.96,0.1,0.0,0.0,0,0
GER-Bundesliga,2425,RB Leipzig,Benjamin Šeško,SVN,"FW,MF",21,2003,33,30,2380,26.4,13,5,18,11,2,2,2,1,0.49,0.19,0.68,0.42,0.61,26.4,1,26,20,18,7,4,3,,,0,13,68,31,45.6,2.57,1.17,0.16,0.35,2,2
GER-Bundesliga,2425,RB Leipzig,Castello Lukeba,FRA,DF,21,2002,23,18,1577,17.5,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,17.5,0,12,15,0,11,18,18,,,0,0,4,1,25.0,0.23,0.06,0.0,0.0,0,0
GER-Bundesliga,2425,RB Leipzig,Christoph Baumgartner,AUT,"MF,FW",24,1999,31,18,1610,17.9,2,1,3,2,0,0,5,0,0.11,0.06,0.17,0.11,0.17,17.9,0,44,29,4,14,12,25,,,0,2,39,15,38.5,2.18,0.84,0.05,0.13,0,0
GER-Bundesliga,2425,RB Leipzig,David Raum,GER,"MF,DF",26,1998,22,21,1783,19.8,1,5,6,1,0,0,5,0,0.05,0.25,0.3,0.05,0.3,19.8,0,23,10,6,188,10,28,,,0,1,9,4,44.4,0.45,0.2,0.11,0.25,0,0
GER-Bundesliga,2425,RB Leipzig,El Chadaille Bitshiabu,FRA,DF,19,2005,21,13,1130,12.6,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.0,12.6,0,8,2,0,4,13,19,,,0,0,5,3,60.0,0.4,0.24,0.0,0.0,0,0
GER-Bundesliga,2425,RB Leipzig,Elif Elmas,MKD,"FW,MF",24,1999,2,0,44,0.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.5,0,2,0,1,0,0,1,,,0,0,2,1,50.0,4.09,2.05,0.0,0.0,0,0
GER-Bundesliga,2425,RB Leipzig,Faik Sakar,GER,MF,16,2008,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,0,0,0,0,,0.0,0.0,,,0,0
GER-Bundesliga,2425,RB Leipzig,Kevin Kampl,SVN,MF,33,1990,26,18,1593,17.7,1,0,1,1,0,0,5,0,0.06,0.0,0.06,0.06,0.06,17.7,0,20,7,1,29,22,20,,,0,1,7,2,28.6,0.4,0.11,0.14,0.5,0,0
GER-Bundesliga,2425,RB Leipzig,Kosta Nedeljković,SRB,"DF,MF",18,2005,10,6,479,5.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,5.3,0,7,1,1,17,2,8,,,0,0,4,0,0.0,0.75,0.0,0.0,,0,0
GER-Bundesliga,2425,RB Leipzig,Loïs Openda,BEL,FW,24,2000,33,28,2453,27.3,9,5,14,9,0,1,5,1,0.33,0.18,0.51,0.33,0.51,27.3,1,29,77,27,27,5,4,,,0,9,78,33,42.3,2.86,1.21,0.12,0.27,0,1
GER-Bundesliga,2425,RB Leipzig,Lukas Klostermann,GER,DF,28,1996,28,20,1838,20.4,1,0,1,1,0,0,5,0,0.05,0.0,0.05,0.05,0.05,20.4,0,13,7,0,12,25,14,,,0,1,4,2,50.0,0.2,0.1,0.25,0.5,0,0
GER-Bundesliga,2425,RB Leipzig,Lutsharel Geertruida,NED,DF,24,2000,24,17,1557,17.3,1,0,1,1,0,0,2,0,0.06,0.0,0.06,0.06,0.06,17.3,0,17,6,1,13,16,24,,,0,1,8,2,25.0,0.46,0.12,0.13,0.5,0,0
GER-Bundesliga,2425,RB Leipzig,Maarten Vandevoordt,BEL,GK,22,2002,6,4,429,4.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.8,0,0,0,0,0,0,0,,,0,0,0,0,,0.0,0.0,,,0,0
GER-Bundesliga,2425,RB Leipzig,Mohamed Simakan,FRA,DF,24,2000,1,1,54,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.6,0,0,1,0,1,2,0,,,0,0,0,0,,0.0,0.0,,,0,0
GER-Bundesliga,2425,RB Leipzig,Nicolas Seiwald,AUT,"MF,DF",23,2001,30,20,2084,23.2,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,23.2,0,27,2,0,46,31,32,,,0,0,5,0,0.0,0.22,0.0,0.0,,0,0
GER-Bundesliga,2425,RB Leipzig,Péter Gulácsi,HUN,GK,34,1990,30,30,2631,29.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,29.2,0,0,1,0,0,0,1,,,0,0,0,0,,0.0,0.0,,,0,0
GER-Bundesliga,2425,RB Leipzig,Ridle Baku,GER,MF,26,1998,19,15,1275,14.2,2,3,5,2,0,0,1,0,0.14,0.21,0.35,0.14,0.35,14.2,0,13,14,3,33,11,19,,,0,2,17,5,29.4,1.2,0.35,0.12,0.4,0,0
GER-Bundesliga,2425,RB Leipzig,Tidiam Gomis,FRA,FW,17,2006,8,1,152,1.7,0,1,1,0,0,0,2,0,0.0,0.59,0.59,0.0,0.59,1.7,0,3,2,2,4,1,0,,,0,0,5,1,20.0,2.96,0.59,0.0,0.0,0,0
GER-Bundesliga,2425,RB Leipzig,Viggo Gebel,GER,MF,16,2007,1,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0,0,1,0,0,0,0,,,0,0,0,0,,0.0,0.0,,,0,0
GER-Bundesliga,2425,RB Leipzig,Willi Orban,HUN,DF,31,1992,25,25,2222,24.7,5,0,5,5,0,0,4,2,0.2,0.0,0.2,0.2,0.2,24.7,0,23,14,4,5,20,24,,,0,5,22,7,31.8,0.89,0.28,0.23,0.71,0,0
GER-Bundesliga,2425,RB Leipzig,Xaver Schlager,AUT,MF,26,1997,4,2,181,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2.0,0,4,3,0,1,0,1,,,0,0,1,0,0.0,0.5,0.0,0.0,,0,0
GER-Bundesliga,2425,RB Leipzig,Xavi Simons,NED,MF,21,2003,25,25,2150,23.9,10,6,16,10,0,0,5,0,0.42,0.25,0.67,0.42,0.67,23.9,0,24,56,5,80,13,22,,,0,10,50,23,46.0,2.09,0.96,0.2,0.43,0,0
GER-Bundesliga,2425,RB Leipzig,Yussuf Poulsen,DEN,"MF,FW",30,1994,22,2,378,4.2,2,0,2,2,0,0,1,0,0.48,0.0,0.48,0.48,0.48,4.2,0,8,14,1,2,0,5,,,0,2,14,7,50.0,3.33,1.67,0.14,0.29,0,0
GER-Bundesliga,2425,St Pauli,Abdoulie Ceesay,GAM,FW,20,2004,7,0,60,0.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.7,0,2,3,0,0,0,3,,,0,0,0,0,,0.0,0.0,,,0,0
GER-Bundesliga,2425,St Pauli,Adam Dźwigała,POL,DF,28,1995,16,2,373,4.1,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.0,4.1,0,5,3,0,3,3,10,,,0,0,6,0,0.0,1.45,0.0,0.0,,0,0
GER-Bundesliga,2425,St Pauli,Andreas Albers,DEN,"FW,MF",34,1990,14,0,62,0.7,1,0,1,1,0,0,0,0,1.45,0.0,1.45,1.45,1.45,0.7,0,3,2,0,0,0,0,,,0,1,3,1,33.3,4.35,1.45,0.33,1.0,0,0
GER-Bundesliga,2425,St Pauli,Ben Alexander Voll,GER,GK,23,2000,2,1,91,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,,,0,0,0,0,,0.0,0.0,,,0,0
GER-Bundesliga,2425,St Pauli,Carlo Boukhalfa,MAR,MF,25,1999,25,19,1646,18.3,2,0,2,2,0,0,1,0,0.11,0.0,0.11,0.11,0.11,18.3,0,18,17,2,11,10,11,,,0,2,21,4,19.0,1.15,0.22,0.1,0.5,0,0
GER-Bundesliga,2425,St Pauli,Connor Metcalfe,AUS,"MF,FW",24,1999,10,3,358,4.0,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.0,4.0,1,5,4,0,7,3,0,,,0,0,6,3,50.0,1.51,0.75,0.0,0.0,0,0
GER-Bundesliga,2425,St Pauli,Danel Sinani,LUX,"FW,MF",27,1997,26,14,1250,13.9,2,2,4,2,0,0,3,0,0.14,0.14,0.29,0.14,0.29,13.9,0,25,14,4,70,2,11,,,0,2,35,12,34.3,2.52,0.86,0.06,0.17,0,0
GER-Bundesliga,2425,St Pauli,Dapo Afolayan,ENG,"FW,MF",26,1997,32,17,1639,18.2,3,1,4,3,0,0,3,0,0.16,0.05,0.22,0.16,0.22,18.2,0,21,42,9,50,8,8,,,0,3,38,13,34.2,2.09,0.71,0.08,0.23,0,0
GER-Bundesliga,2425,St Pauli,David Nemeth,AUT,DF,23,2001,24,24,2137,23.7,0,1,1,0,0,0,3,0,0.0,0.04,0.04,0.0,0.04,23.7,0,21,14,0,7,18,29,,,0,0,5,1,20.0,0.21,0.04,0.0,0.0,0,0
GER-Bundesliga,2425,St Pauli,Elias Saad,TUN,"FW,MF",24,1999,18,10,900,10.0,3,2,5,3,0,0,1,0,0.3,0.2,0.5,0.3,0.5,10.0,0,17,24,7,14,4,14,,,0,3,26,8,30.8,2.6,0.8,0.12,0.38,0,0
GER-Bundesliga,2425,St Pauli,Eric Smith,SWE,"DF,MF",27,1997,32,32,2827,31.4,1,1,2,1,0,0,7,0,0.03,0.03,0.06,0.03,0.06,31.4,0,27,24,3,100,37,27,,,0,1,24,9,37.5,0.76,0.29,0.04,0.11,0,0
