competition,season,team_name,player_name,nation,position,age,born,matches_played,Playing Time_Starts,minutes,nineties,goals,assists,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,yellow_cards,red_cards,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,90s,Performance_2CrdY,fouls_committed,fouls_drawn,Performance_Off,crosses,interceptions,tackles_won,Performance_PKwon,Performance_PKcon,Performance_OG,Standard_Gls,shots,shots_on_target,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_PK,Standard_PKatt
ENG-Premier League,2425,Everton,Jesper Lindstrøm,DEN,MF,24,2000,25,15,1239,13.8,0,1,1,0,0,0,2,0,0.0,0.07,0.07,0.0,0.07,13.8,0,15,10,1,72,13,24,,,0,0,28,10,35.7,2.03,0.73,0.0,0.0,0,0
ENG-Premier League,2425,Everton,Jordan Pickford,ENG,GK,30,1994,38,38,3420,38.0,0,1,1,0,0,0,7,0,0.0,0.03,0.03,0.0,0.03,38.0,0,0,7,0,0,1,1,,,0,0,0,0,,0.0,0.0,,,0,0
ENG-Premier League,2425,Everton,Mason Holgate,JAM,DF,27,1996,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0,0,0,0,0,0,0,,,0,0,0,0,,0.0,0.0,,,0,0
ENG-Premier League,2425,Everton,Michael Keane,ENG,DF,31,1993,14,11,1049,11.7,3,0,3,3,0,0,5,0,0.26,0.0,0.26,0.26,0.26,11.7,0,9,0,0,1,13,10,,,0,3,10,4,40.0,0.86,0.34,0.3,0.75,0,0
ENG-Premier League,2425,Everton,Nathan Patterson,SCO,DF,22,2001,10,3,347,3.9,0,1,1,0,0,0,1,0,0.0,0.26,0.26,0.0,0.26,3.9,0,5,1,0,14,2,6,,,0,0,1,0,0.0,0.26,0.0,0.0,,0,0
ENG-Premier League,2425,Everton,Orel Mangala,BEL,MF,26,1998,19,14,1261,14.0,1,0,1,1,0,0,2,0,0.07,0.0,0.07,0.07,0.07,14.0,0,24,17,2,6,21,8,,,0,1,16,6,37.5,1.14,0.43,0.06,0.17,0,0
ENG-Premier League,2425,Everton,Roman Dixon,ENG,DF,19,2004,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,1,5,,,0,0,0,0,,0.0,0.0,,,0,0
ENG-Premier League,2425,Everton,Séamus Coleman,IRL,DF,35,1988,5,3,215,2.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2.4,0,0,1,0,4,1,2,,,0,0,1,1,100.0,0.42,0.42,0.0,0.0,0,0
ENG-Premier League,2425,Everton,Tim Iroegbunam,ENG,MF,21,2003,18,5,574,6.4,0,1,1,0,0,0,4,0,0.0,0.16,0.16,0.0,0.16,6.4,0,15,12,0,1,14,13,,,0,0,5,0,0.0,0.78,0.0,0.0,,0,0
ENG-Premier League,2425,Everton,Vitaliy Mykolenko,UKR,DF,25,1999,35,35,3082,34.2,1,2,3,1,0,0,4,0,0.03,0.06,0.09,0.03,0.09,34.2,0,22,34,3,100,42,38,,,0,1,14,1,7.1,0.41,0.03,0.07,1.0,0,0
ENG-Premier League,2425,Everton,Youssef Chermiti,POR,FW,20,2004,4,0,45,0.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.5,0,1,1,2,1,0,0,,,0,0,3,1,33.3,6.0,2.0,0.0,0.0,0,0
ENG-Premier League,2425,Fulham,Adama Traoré,ESP,MF,28,1996,36,18,1772,19.7,2,7,9,2,0,0,3,0,0.1,0.36,0.46,0.1,0.46,19.7,0,24,32,1,100,1,13,,,0,2,39,12,30.8,1.98,0.61,0.05,0.17,0,0
ENG-Premier League,2425,Fulham,Alex Iwobi,NGA,MF,28,1996,38,35,2981,33.1,9,6,15,9,0,0,1,0,0.27,0.18,0.45,0.27,0.45,33.1,0,19,18,5,127,13,26,,,0,9,68,29,42.6,2.05,0.88,0.13,0.31,0,0
ENG-Premier League,2425,Fulham,Andreas Pereira,BRA,MF,28,1996,33,25,2013,22.4,2,4,6,2,0,1,7,0,0.09,0.18,0.27,0.09,0.27,22.4,0,29,24,1,173,9,12,,,0,2,39,9,23.1,1.74,0.4,0.05,0.22,0,1
ENG-Premier League,2425,Fulham,Antonee Robinson,USA,"DF,MF",26,1997,36,35,3167,35.2,0,10,10,0,0,0,8,0,0.0,0.28,0.28,0.0,0.28,35.2,0,31,20,7,172,57,57,,,0,0,16,2,12.5,0.45,0.06,0.0,0.0,0,0
ENG-Premier League,2425,Fulham,Bernd Leno,GER,GK,32,1992,38,38,3420,38.0,0,1,1,0,0,0,5,0,0.0,0.03,0.03,0.0,0.03,38.0,0,0,4,0,0,0,2,,,0,0,0,0,,0.0,0.0,,,0,0
ENG-Premier League,2425,Fulham,Calvin Bassey,NGA,DF,24,1999,35,34,3074,34.2,1,0,1,1,0,0,7,0,0.03,0.0,0.03,0.03,0.03,34.2,0,26,31,2,9,19,33,,,0,1,14,4,28.6,0.41,0.12,0.07,0.25,0,0
ENG-Premier League,2425,Fulham,Carlos Vinícius,BRA,FW,29,1995,3,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0,0,2,0,0,0,0,,,0,0,1,1,100.0,5.63,5.63,0.0,0.0,0,0
ENG-Premier League,2425,Fulham,Emile Smith Rowe,ENG,MF,24,2000,34,25,2043,22.7,6,3,9,6,0,0,3,0,0.26,0.13,0.4,0.26,0.4,22.7,0,19,15,4,16,11,18,,,0,6,37,11,29.7,1.63,0.48,0.16,0.55,0,0
ENG-Premier League,2425,Fulham,Harrison Reed,ENG,MF,29,1995,12,0,108,1.2,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,1.2,0,6,2,0,6,1,2,,,0,0,3,2,66.7,2.5,1.67,0.0,0.0,0,0
ENG-Premier League,2425,Fulham,Harry Wilson,WAL,"MF,FW",27,1997,25,12,1162,12.9,6,1,7,6,0,0,2,0,0.46,0.08,0.54,0.46,0.54,12.9,0,12,22,1,41,6,15,,,0,6,43,17,39.5,3.33,1.32,0.14,0.35,0,0
ENG-Premier League,2425,Fulham,Issa Diop,MAR,DF,27,1997,21,15,1339,14.9,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,14.9,0,10,4,0,1,9,12,,,1,0,5,2,40.0,0.34,0.13,0.0,0.0,0,0
ENG-Premier League,2425,Fulham,Jay Stansfield,ENG,"FW,MF",21,2002,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,,,0,0,0,0,,0.0,0.0,,,0,0
ENG-Premier League,2425,Fulham,Joachim Andersen,DEN,DF,28,1996,29,29,2583,28.7,0,0,0,0,0,0,6,1,0.0,0.0,0.0,0.0,0.0,28.7,0,18,19,0,12,33,16,,,1,0,19,5,26.3,0.66,0.17,0.0,0.0,0,0
ENG-Premier League,2425,Fulham,Jorge Cuenca,ESP,DF,24,1999,8,4,351,3.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.9,0,2,2,0,1,2,2,,,0,0,1,0,0.0,0.26,0.0,0.0,,0,0
ENG-Premier League,2425,Fulham,Joshua King,ENG,MF,17,2007,8,1,130,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.4,0,3,2,0,2,1,5,,,0,0,3,0,0.0,2.08,0.0,0.0,,0,0
ENG-Premier League,2425,Fulham,Kenny Tete,NED,DF,28,1995,22,21,1774,19.7,0,2,2,0,0,0,5,0,0.0,0.1,0.1,0.0,0.1,19.7,0,35,16,1,38,30,38,,,0,0,24,2,8.3,1.22,0.1,0.0,0.0,0,0
ENG-Premier League,2425,Fulham,Martial Godo,CIV,"FW,MF",21,2003,2,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.3,0,1,0,0,1,1,0,,,0,0,0,0,,0.0,0.0,,,0,0
ENG-Premier League,2425,Fulham,Raúl Jiménez,MEX,FW,33,1991,38,30,2494,27.7,12,3,15,9,3,3,4,0,0.43,0.11,0.54,0.32,0.43,27.7,0,39,41,15,22,11,24,,,0,12,96,33,34.4,3.46,1.19,0.09,0.27,3,3
ENG-Premier League,2425,Fulham,Reiss Nelson,ENG,MF,24,1999,11,5,487,5.4,1,1,2,1,0,0,1,0,0.18,0.18,0.37,0.18,0.37,5.4,0,6,9,1,25,5,5,,,0,1,12,6,50.0,2.22,1.11,0.08,0.17,0,0
ENG-Premier League,2425,Fulham,Rodrigo Muniz,BRA,FW,23,2001,31,8,964,10.7,8,1,9,8,0,0,1,0,0.75,0.09,0.84,0.75,0.84,10.7,0,11,31,3,1,4,6,,,0,8,40,19,47.5,3.73,1.77,0.2,0.42,0,0
ENG-Premier League,2425,Fulham,Ryan Sessegnon,ENG,"MF,DF",24,2000,16,7,580,6.4,4,2,6,4,0,0,1,0,0.62,0.31,0.93,0.62,0.93,6.4,0,20,4,1,15,4,12,,,0,4,14,8,57.1,2.17,1.24,0.29,0.5,0,0
ENG-Premier League,2425,Fulham,Sander Berge,NOR,MF,26,1998,31,26,2224,24.7,0,0,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0.0,24.7,0,30,10,0,3,21,32,,,0,0,3,1,33.3,0.12,0.04,0.0,0.0,0,0
ENG-Premier League,2425,Fulham,Saša Lukić,SRB,MF,27,1996,30,28,2344,26.0,0,2,2,0,0,0,12,0,0.0,0.08,0.08,0.0,0.08,26.0,0,66,26,0,63,26,38,,,0,0,18,3,16.7,0.69,0.12,0.0,0.0,0,0
ENG-Premier League,2425,Fulham,Timothy Castagne,BEL,"DF,MF",28,1995,24,17,1649,18.3,0,1,1,0,0,0,1,0,0.0,0.05,0.05,0.0,0.05,18.3,0,15,6,1,38,23,31,,,0,0,8,3,37.5,0.44,0.16,0.0,0.0,0,0
ENG-Premier League,2425,Fulham,Tom Cairney,SCO,MF,33,1991,25,3,628,7.0,2,0,2,2,0,0,3,1,0.29,0.0,0.29,0.29,0.29,7.0,0,8,19,0,20,4,4,,,0,2,11,4,36.4,1.58,0.57,0.18,0.5,0,0
ENG-Premier League,2425,Fulham,Willian,BRA,"MF,FW",35,1988,10,2,257,2.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.9,0,1,0,0,16,1,2,,,0,0,7,0,0.0,2.45,0.0,0.0,,0,0
ENG-Premier League,2425,Ipswich Town,Alex Palmer,ENG,GK,27,1996,13,13,1170,13.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,13.0,0,1,4,0,0,0,0,,,0,0,0,0,,0.0,0.0,,,0,0
ENG-Premier League,2425,Ipswich Town,Ali Al Hamadi,IRQ,FW,22,2002,11,0,134,1.5,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,1.5,0,8,3,1,0,0,0,,,0,0,4,0,0.0,2.69,0.0,0.0,,0,0
ENG-Premier League,2425,Ipswich Town,Arijanet Muric,KVX,GK,25,1998,18,18,1620,18.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,18.0,0,0,4,0,0,0,0,,,0,0,0,0,,0.0,0.0,,,0,0
ENG-Premier League,2425,Ipswich Town,Axel Tuanzebe,COD,DF,26,1997,22,20,1710,19.0,0,1,1,0,0,0,5,1,0.0,0.05,0.05,0.0,0.05,19.0,1,17,12,0,10,22,19,,,1,0,4,0,0.0,0.21,0.0,0.0,,0,0
